RX,STIOCPMV,Index,Date,Time,FREQ[MHz],MEAS.F[kHz],LEVEL[dBm],AM-MOD./30Hz[%],AM-MOD./9960Hz[%],FREQ_30[Hz],FREQ_9960[Hz],FREQ_FM30[Hz],BEARING(from)[°],FM-DEV.[Hz],FM-INDEX,VOICE-MOD.[%],ID-MOD.[%],ID-F.[Hz],ID-CODE,ID-Per.[s],Last_ID[s],DotLen[ms],DashLen[ms],DotDashGap[ms],Lettergap[ms],SubCarr_K2[dB],SubCarr_K3[dB],SubCarr_K4[dB],SubCarr_K5[dB],AM60Hz[%],AM1k44[%],AM1k50[%],No.Of Segm,GPS_lat.,GPS_long.,GPS_alt[m],GPS_speed[km/h],GPS_date,GPS_time,GPS_Sat,GPS_Status,GPS_Fix,GPS_HDOP,GPS_VDOP,GPS_Und.[m],Temp[°C],IFBW Manual,MeasTime[ms],ATT.MODE,BaseBand_Lev[V],BaseBand_DC[V],TrigCounter,I/Q_Position,I/Q_Samples,x
1,  I   M ,1952,23.07.2024,16:44:15.803,117.0000,-0.0915,-97.82,15.85,57.49,29.42,9981.63,31.55,207.84,217.68,8.65,13.88,8.20,1010.5,----,-.--,-.--,-.-,-.-,-.-,-.-,2.07,3.53,4.57,5.15,6.54,16.70,17.51,48,06 59.49630908' S,107 33.97064546' E,680.62,1.42,23.07.2024,09:45:02.434,6,OK,GPS,1.13,1.98,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,1953,23.07.2024,16:44:16.053,117.0000,-0.0230,-97.98,14.60,58.63,30.53,9907.24,31.29,19.43,140.73,5.10,13.01,8.12,1030.0,----,-.--,-.--,-.-,-.-,-.-,-.-,1.88,3.31,4.40,5.07,8.58,15.82,15.63,48,06 59.49646408' S,107 33.97056796' E,680.35,1.61,23.07.2024,09:45:02.684,6,OK,GPS,1.13,1.98,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,1954,23.07.2024,16:44:16.303,117.0000,0.0522,-97.96,17.17,58.66,29.95,9941.86,29.45,14.59,200.35,7.17,12.37,7.24,1038.6,----,-.--,-.--,-.-,-.-,-.-,-.-,1.82,3.21,4.33,5.08,8.89,14.16,16.52,48,06 59.49661908' S,107 33.97049046' E,680.07,1.81,23.07.2024,09:45:02.934,6,OK,GPS,1.13,1.98,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,1955,23.07.2024,16:44:16.553,117.0000,0.0665,-98.37,16.18,55.26,30.07,9979.91,36.05,146.73,188.72,5.51,12.73,7.92,1010.8,----,-.--,-.--,-.-,-.-,-.-,-.-,1.81,3.16,4.31,5.10,8.22,18.51,19.13,48,06 59.49614656' S,107 33.97051952' E,680.03,0.80,23.07.2024,09:45:03.184,6,OK,GPS,1.13,1.98,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I     ,1956,23.07.2024,16:44:16.803,117.0000,0.0175,-98.35,21.46,57.52,29.61,9963.55,36.77,73.02,162.06,4.74,12.80,7.42,1011.2,----,-.--,-.--,-.-,-.-,-.-,-.-,1.80,3.08,4.29,5.14,10.15,15.70,16.76,48,06 59.49616906' S,107 33.97046452' E,679.81,0.74,23.07.2024,09:45:03.434,6,OK,GPS,1.13,1.98,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,1957,23.07.2024,16:44:17.053,117.0000,0.0006,-98.43,21.56,56.95,30.30,9949.43,23.17,353.84,227.03,10.03,13.77,5.81,1054.6,----,-.--,-.--,-.-,-.-,-.-,-.-,1.85,3.09,4.37,5.20,8.52,21.27,19.10,48,06 59.49619156' S,107 33.97040952' E,679.58,0.68,23.07.2024,09:45:03.684,6,OK,GPS,1.13,1.98,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,1958,23.07.2024,16:44:17.303,117.0000,0.0429,-98.14,15.61,56.95,29.92,9925.37,37.31,151.94,137.43,3.81,13.88,8.31,1035.6,----,-.--,-.--,-.-,-.-,-.-,-.-,1.88,3.09,4.29,5.20,4.60,15.34,16.11,48,06 59.49621406' S,107 33.97035452' E,679.36,0.62,23.07.2024,09:45:03.934,6,OK,GPS,1.13,1.98,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,1959,23.07.2024,16:44:17.553,117.0000,-0.1699,-98.02,18.02,58.09,30.33,10020.38,29.37,178.15,187.63,7.72,14.06,9.41,1048.9,----,-.--,-.--,-.-,-.-,-.-,-.-,1.85,3.05,4.19,5.06,9.44,16.41,15.29,48,06 59.49673384' S,107 33.97069024' E,679.49,1.59,23.07.2024,09:45:04.184,6,OK,GPS,1.13,1.98,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,1960,23.07.2024,16:44:17.803,117.0000,-0.0318,-98.20,22.74,58.03,29.60,9899.66,31.87,169.07,140.16,5.59,12.48,7.27,1030.1,----,-.--,-.--,-.-,-.-,-.-,-.-,1.92,3.07,4.25,5.05,10.08,16.94,17.59,48,06 59.49686134' S,107 33.97071774' E,679.34,1.75,23.07.2024,09:45:04.434,6,OK,GPS,1.13,1.98,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I     ,1961,23.07.2024,16:44:18.053,117.0000,0.0361,-98.21,15.44,59.11,29.65,9927.13,26.52,358.59,192.70,7.05,13.40,6.90,1040.5,----,-.--,-.--,-.-,-.-,-.-,-.-,2.02,3.14,4.27,5.06,6.46,16.46,15.96,48,06 59.49698884' S,107 33.97074524' E,679.19,1.90,23.07.2024,09:45:04.684,6,OK,GPS,1.13,1.98,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,1962,23.07.2024,16:44:18.303,117.0000,-0.0547,-97.84,12.58,56.59,30.56,9892.67,30.78,253.97,259.88,8.79,13.52,7.46,1045.2,----,-.--,-.--,-.-,-.-,-.-,-.-,2.00,3.13,4.27,5.07,7.48,17.98,18.16,48,06 59.49711634' S,107 33.97077274' E,679.04,2.06,23.07.2024,09:45:04.934,6,OK,GPS,1.13,1.98,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,1963,23.07.2024,16:44:18.553,117.0000,0.0026,-98.25,17.29,58.79,29.72,9989.27,27.81,235.02,208.23,7.86,15.06,8.31,1011.8,----,-.--,-.--,-.-,-.-,-.-,-.-,1.87,3.08,4.19,5.01,6.53,18.96,18.77,48,06 59.49648608' S,107 33.97046872' E,679.48,0.69,23.07.2024,09:45:05.184,6,OK,GPS,1.13,1.98,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,1964,23.07.2024,16:44:18.803,117.0000,-0.3581,-96.75,14.43,60.58,30.12,9871.88,28.14,341.95,161.81,6.50,16.02,9.78,1014.5,----,-.--,-.--,-.-,-.-,-.-,-.-,1.96,3.19,4.27,5.11,16.98,16.61,14.77,48,06 59.49645358' S,107 33.97042622' E,679.46,0.52,23.07.2024,09:45:05.434,6,OK,GPS,1.13,1.98,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,1965,23.07.2024,16:44:19.053,117.0000,-0.1366,-97.38,16.57,58.47,30.47,10014.59,27.77,348.53,227.40,10.19,12.45,7.75,1030.1,----,-.--,-.--,-.-,-.-,-.-,-.-,1.98,3.23,4.33,5.19,19.39,18.05,18.08,48,06 59.49642108' S,107 33.97038372' E,679.43,0.35,23.07.2024,09:45:05.684,6,OK,GPS,1.13,1.98,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,1966,23.07.2024,16:44:19.303,117.0000,-0.1567,-97.60,17.53,56.88,30.26,9972.55,34.85,297.07,136.82,4.17,13.22,7.04,1005.5,----,-.--,-.--,-.-,-.-,-.-,-.-,2.06,3.26,4.45,5.29,10.99,15.75,17.74,48,06 59.49638858' S,107 33.97034122' E,679.41,0.19,23.07.2024,09:45:05.934,6,OK,GPS,1.13,1.98,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,1967,23.07.2024,16:44:19.553,117.0000,-0.1109,-97.49,16.91,59.08,29.68,9989.79,30.68,227.59,202.68,7.00,13.43,7.50,1039.3,----,-.--,-.--,-.-,-.-,-.-,-.-,2.04,3.30,4.46,5.34,12.76,18.03,17.84,48,06 59.49684152' S,107 33.97005008' E,678.20,1.20,23.07.2024,09:45:06.184,6,OK,GPS,1.13,1.98,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,1968,23.07.2024,16:44:19.803,117.0000,-0.1400,-97.76,20.43,59.46,30.10,9899.71,34.71,211.12,102.52,3.73,11.77,7.23,1043.9,----,-.--,-.--,-.-,-.-,-.-,-.-,2.02,3.40,4.47,5.39,8.49,13.83,12.24,48,06 59.49691152' S,107 33.96995508' E,677.92,1.29,23.07.2024,09:45:06.434,6,OK,GPS,1.13,1.98,1.60,53,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,1969,23.07.2024,16:44:20.053,117.0000,-0.1862,-98.11,20.45,56.10,29.38,10024.06,31.67,189.34,169.45,5.67,13.53,7.44,1011.9,----,-.--,-.--,-.-,-.-,-.-,-.-,2.04,3.42,4.47,5.40,6.95,17.19,16.87,48,06 59.49698152' S,107 33.96986008' E,677.65,1.37,23.07.2024,09:45:06.684,6,OK,GPS,1.13,1.98,1.60,53,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,1970,23.07.2024,16:44:20.303,117.0000,0.0289,-98.19,14.94,60.13,31.11,9893.42,28.98,204.05,139.57,5.25,15.97,8.63,1024.9,----,-.--,-.--,-.-,-.-,-.-,-.-,2.02,3.41,4.47,5.33,9.01,18.79,19.58,48,06 59.49705152' S,107 33.96976508' E,677.37,1.45,23.07.2024,09:45:06.934,6,OK,GPS,1.13,1.98,1.60,53,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,1971,23.07.2024,16:44:20.553,117.0000,-0.0609,-97.67,14.39,59.60,29.36,9902.86,33.74,31.26,128.89,4.21,14.33,9.92,1001.1,----,-.--,-.--,-.-,-.-,-.-,-.-,2.13,3.50,4.56,5.43,6.83,19.17,17.39,48,06 59.49673080' S,107 33.97026208' E,678.04,0.23,23.07.2024,09:45:07.184,6,OK,GPS,1.13,1.98,1.60,53,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,1972,23.07.2024,16:44:20.803,117.0000,-0.1270,-97.10,17.15,63.03,30.61,9918.79,29.48,345.35,155.14,7.42,17.81,9.85,989.5,----,-.--,-.--,-.-,-.-,-.-,-.-,2.16,3.52,4.58,5.47,13.98,18.00,17.93,48,06 59.49671830' S,107 33.97029208' E,677.97,0.04,23.07.2024,09:45:07.434,6,OK,GPS,1.13,1.98,1.60,53,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,1973,23.07.2024,16:44:21.053,117.0000,-0.1122,-96.04,13.09,63.92,29.13,9911.24,29.44,182.68,194.97,7.20,13.36,8.28,1007.7,----,-.--,-.--,-.-,-.-,-.-,-.-,2.12,3.51,4.56,5.43,16.75,13.01,13.85,48,06 59.49670580' S,107 33.97032208' E,677.89,-0.15,23.07.2024,09:45:07.684,6,OK,GPS,1.13,1.98,1.60,53,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,1974,23.07.2024,16:44:21.303,117.0000,-0.3328,-96.93,13.19,63.65,25.95,9901.33,30.21,224.23,196.34,7.49,13.85,9.20,999.9,----,-.--,-.--,-.-,-.-,-.-,-.-,2.20,3.60,4.68,5.54,16.00,19.12,18.78,48,06 59.49669330' S,107 33.97035208' E,677.82,-0.34,23.07.2024,09:45:07.934,6,OK,GPS,1.13,1.98,1.60,53,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,1975,23.07.2024,16:44:21.553,117.0000,0.0561,-97.28,15.73,64.09,30.16,9878.76,30.17,194.12,202.51,7.17,11.81,6.64,1009.4,----,-.--,-.--,-.-,-.-,-.-,-.-,2.33,3.62,4.77,5.62,17.36,17.95,17.71,48,06 59.49640848' S,107 33.96952960' E,677.15,1.24,23.07.2024,09:45:08.184,6,OK,GPS,1.13,1.98,1.60,53,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,1976,23.07.2024,16:44:21.803,117.0000,-0.1630,-97.77,17.98,61.04,30.06,9931.99,27.65,332.81,195.75,7.81,14.72,9.56,995.9,----,-.--,-.--,-.-,-.-,-.-,-.-,2.40,3.68,4.87,5.70,12.46,17.52,16.63,48,06 59.49633848' S,107 33.96937960' E,676.95,1.42,23.07.2024,09:45:08.434,6,OK,GPS,1.13,1.98,1.60,53,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,1977,23.07.2024,16:44:22.052,117.0000,0.0722,-96.95,13.45,63.30,29.73,9925.48,31.31,33.75,180.77,6.28,18.85,12.64,1038.1,----,-.--,-.--,-.-,-.-,-.-,-.-,2.43,3.73,4.97,5.82,13.08,17.54,18.78,48,06 59.49626876' S,107 33.96923020' E,676.75,1.60,23.07.2024,09:45:08.683,6,OK,GPS,1.13,1.98,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,1978,23.07.2024,16:44:22.302,117.0000,0.0881,-96.46,14.77,61.48,30.20,9902.07,30.85,340.42,212.96,7.97,14.34,8.12,1020.5,----,-.--,-.--,-.-,-.-,-.-,-.-,2.61,3.84,5.06,5.92,19.91,15.18,15.96,48,06 59.49619876' S,107 33.96908020' E,676.55,1.78,23.07.2024,09:45:08.933,6,OK,GPS,1.13,1.98,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,1979,23.07.2024,16:44:22.552,117.0000,-0.2645,-97.01,14.94,62.97,30.31,9897.83,31.08,27.29,194.16,7.89,14.73,10.06,987.9,----,-.--,-.--,-.-,-.-,-.-,-.-,2.70,3.86,5.11,5.95,25.46,20.18,18.15,48,06 59.49611693' S,107 33.96946255' E,675.76,1.36,23.07.2024,09:45:09.183,6,OK,GPS,1.13,1.98,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,1980,23.07.2024,16:44:22.802,117.0000,-0.2029,-96.86,13.93,62.32,29.87,9943.33,24.37,150.24,101.74,4.93,13.97,8.06,1017.1,----,-.--,-.--,-.-,-.-,-.-,-.-,2.62,3.78,5.05,5.86,21.91,15.38,14.84,48,06 59.49604443' S,107 33.96942505' E,675.44,1.42,23.07.2024,09:45:09.433,6,OK,GPS,1.13,1.98,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,1981,23.07.2024,16:44:23.052,117.0000,-0.0762,-97.69,17.13,60.37,30.12,9973.74,28.59,165.40,156.49,7.93,13.04,9.14,1006.5,----,-.--,-.--,-.-,-.-,-.-,-.-,2.68,3.75,5.04,5.82,12.50,15.71,15.81,48,06 59.49597193' S,107 33.96938755' E,675.11,1.47,23.07.2024,09:45:09.683,6,OK,GPS,1.13,1.98,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,1982,23.07.2024,16:44:23.302,117.0000,0.1203,-97.48,13.03,59.92,33.07,9907.42,23.31,341.46,188.13,8.78,12.91,8.85,1005.1,----,-.--,-.--,-.-,-.-,-.-,-.-,2.51,3.60,4.85,5.63,11.85,18.81,18.31,48,06 59.49589943' S,107 33.96935005' E,674.79,1.53,23.07.2024,09:45:09.933,6,OK,GPS,1.13,1.98,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,1983,23.07.2024,16:44:23.552,117.0000,-0.1072,-97.60,19.40,60.24,30.64,9954.30,32.07,11.81,197.70,6.68,14.02,8.09,1039.3,----,-.--,-.--,-.-,-.-,-.-,-.-,2.44,3.60,4.80,5.63,11.89,14.24,15.20,48,06 59.49573229' S,107 33.96900497' E,675.17,1.96,23.07.2024,09:45:10.183,6,OK,GPS,1.13,1.98,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I     ,1984,23.07.2024,16:44:23.802,117.0000,0.2050,-97.77,14.88,60.24,29.61,9955.73,31.64,11.15,167.60,6.41,13.15,8.48,1017.3,----,-.--,-.--,-.-,-.-,-.-,-.-,2.35,3.55,4.74,5.55,10.87,15.45,15.59,48,06 59.49563979' S,107 33.96890247' E,675.00,2.10,23.07.2024,09:45:10.433,6,OK,GPS,1.13,1.98,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,1985,23.07.2024,16:44:24.052,117.0000,-0.1076,-97.26,18.87,56.73,30.41,9927.24,34.37,20.65,148.29,5.04,12.98,7.46,1039.6,----,-.--,-.--,-.-,-.-,-.-,-.-,2.39,3.60,4.76,5.53,9.39,16.17,16.26,48,06 59.49554729' S,107 33.96879997' E,674.82,2.24,23.07.2024,09:45:10.683,6,OK,GPS,1.13,1.98,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,1986,23.07.2024,16:44:24.302,117.0000,0.1507,-97.82,14.93,58.94,29.75,9956.51,29.17,189.09,150.50,5.41,11.41,8.37,1004.5,----,-.--,-.--,-.-,-.-,-.-,-.-,2.25,3.54,4.73,5.48,15.38,13.39,13.33,48,06 59.49545479' S,107 33.96869747' E,674.65,2.37,23.07.2024,09:45:10.933,6,OK,GPS,1.13,1.98,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,1987,23.07.2024,16:44:24.552,117.0000,-0.1703,-98.02,20.70,54.54,29.95,9969.03,33.98,174.13,171.20,5.54,13.57,7.35,1003.4,----,-.--,-.--,-.-,-.-,-.-,-.-,2.06,3.50,4.66,5.39,10.36,17.15,16.74,48,06 59.49556340' S,107 33.96902085' E,674.59,1.46,23.07.2024,09:45:11.183,5,OK,GPS,1.23,2.00,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,1988,23.07.2024,16:44:24.802,117.0000,-0.0696,-97.67,20.53,56.09,30.05,10000.12,27.44,202.06,193.29,8.06,11.63,8.53,1031.3,----,-.--,-.--,-.-,-.-,-.-,-.-,1.87,3.40,4.50,5.29,7.26,12.47,12.24,48,06 59.49551340' S,107 33.96900835' E,674.44,1.37,23.07.2024,09:45:11.433,5,OK,GPS,1.23,2.00,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,1989,23.07.2024,16:44:25.052,117.0000,0.2441,-98.37,19.62,55.58,29.71,9939.18,28.58,226.54,83.02,4.62,13.45,7.25,1009.1,----,-.--,-.--,-.-,-.-,-.-,-.-,1.79,3.36,4.45,5.32,7.01,15.14,16.23,48,06 59.49546340' S,107 33.96899585' E,674.29,1.29,23.07.2024,09:45:11.683,5,OK,GPS,1.23,2.00,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,1990,23.07.2024,16:44:25.302,117.0000,0.0461,-98.24,17.88,55.65,30.42,9874.19,30.67,249.99,147.08,5.18,12.95,8.32,1020.6,----,-.--,-.--,-.-,-.-,-.-,-.-,1.83,3.40,4.47,5.33,7.38,20.09,20.51,48,06 59.49541340' S,107 33.96898335' E,674.14,1.20,23.07.2024,09:45:11.933,5,OK,GPS,1.23,2.00,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,1991,23.07.2024,16:44:25.552,117.0000,-0.0833,-97.69,16.48,58.55,29.91,9909.78,33.85,339.19,143.22,4.83,16.06,8.23,990.0,----,-.--,-.--,-.-,-.-,-.-,-.-,1.76,3.27,4.39,5.27,8.47,21.15,21.74,48,06 59.49533974' S,107 33.96923111' E,674.35,1.25,23.07.2024,09:45:12.183,5,OK,GPS,1.23,2.00,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,1992,23.07.2024,16:44:25.802,117.0000,-0.2645,-97.91,22.11,58.68,30.15,9946.69,30.46,143.89,241.06,12.36,11.55,7.70,990.6,----,-.--,-.--,-.-,-.-,-.-,-.-,1.84,3.33,4.44,5.34,8.58,18.29,18.08,48,06 59.49528474' S,107 33.96927361' E,674.27,1.19,23.07.2024,09:45:12.433,5,OK,GPS,1.23,2.00,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,1993,23.07.2024,16:44:26.052,117.0000,-0.1353,-97.89,17.69,58.59,29.78,9875.24,35.99,178.52,149.16,4.47,16.02,9.96,1027.7,----,-.--,-.--,-.-,-.-,-.-,-.-,1.67,3.20,4.39,5.27,8.62,20.26,18.98,48,06 59.49522974' S,107 33.96931611' E,674.20,1.13,23.07.2024,09:45:12.683,5,OK,GPS,1.23,2.00,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
