RX,STIOCPMV,Index,Date,Time,FREQ[MHz],MEAS.F[kHz],LEVEL[dBm],AM-MOD./30Hz[%],AM-MOD./9960Hz[%],FREQ_30[Hz],FREQ_9960[Hz],FREQ_FM30[Hz],BEARING(from)[°],FM-DEV.[Hz],FM-INDEX,VOICE-MOD.[%],ID-MOD.[%],ID-F.[Hz],ID-CODE,ID-Per.[s],Last_ID[s],DotLen[ms],DashLen[ms],DotDashGap[ms],Lettergap[ms],SubCarr_K2[dB],SubCarr_K3[dB],SubCarr_K4[dB],SubCarr_K5[dB],AM60Hz[%],AM1k44[%],AM1k50[%],No.Of Segm,GPS_lat.,GPS_long.,GPS_alt[m],GPS_speed[km/h],GPS_date,GPS_time,GPS_Sat,GPS_Status,GPS_Fix,GPS_HDOP,GPS_VDOP,GPS_Und.[m],Temp[°C],IFBW Manual,MeasTime[ms],ATT.MODE,BaseBand_Lev[V],BaseBand_DC[V],TrigCounter,I/Q_Position,I/Q_Samples,x
1,  I     ,2038,23.07.2024,16:44:37.302,117.0000,-0.0615,-97.35,15.73,60.06,30.00,9917.07,26.37,27.61,178.09,7.62,13.71,9.66,1029.0,----,-.--,-.--,-.-,-.-,-.-,-.-,1.92,3.27,4.46,5.30,6.08,16.37,16.56,48,06 59.49619670' S,107 33.96785594' E,669.61,0.97,23.07.2024,09:45:23.934,5,OK,GPS,1.23,2.00,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,2039,23.07.2024,16:44:37.552,117.0000,-0.2912,-97.22,10.83,61.29,28.90,9962.27,28.35,67.28,149.40,5.28,16.59,7.70,1015.6,----,-.--,-.--,-.-,-.-,-.-,-.-,1.98,3.29,4.51,5.36,9.35,14.15,12.22,48,06 59.49636312' S,107 33.96799920' E,669.34,1.70,23.07.2024,09:45:24.184,5,OK,GPS,1.23,2.00,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,2040,23.07.2024,16:44:37.802,117.0000,-0.3166,-96.15,12.12,61.04,30.67,9913.36,29.26,319.13,179.16,6.64,14.10,8.10,1011.5,----,-.--,-.--,-.-,-.-,-.-,-.-,2.02,3.37,4.50,5.43,13.26,15.69,14.88,48,06 59.49640812' S,107 33.96801170' E,669.27,1.81,23.07.2024,09:45:24.434,5,OK,GPS,1.23,2.00,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I     ,2041,23.07.2024,16:44:38.052,117.0000,-0.2467,-96.83,12.36,61.95,30.68,9934.32,27.91,181.55,209.56,7.92,10.08,6.01,1009.8,----,-.--,-.--,-.-,-.-,-.-,-.-,2.08,3.41,4.51,5.49,12.45,13.51,14.03,48,06 59.49645312' S,107 33.96802420' E,669.19,1.92,23.07.2024,09:45:24.684,5,OK,GPS,1.23,2.00,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,2042,23.07.2024,16:44:38.302,117.0000,-0.1279,-98.03,19.02,57.44,29.63,9984.34,34.71,213.93,132.10,4.20,11.57,8.31,1014.4,----,-.--,-.--,-.-,-.-,-.-,-.-,2.30,3.53,4.66,5.69,8.85,17.42,14.98,48,06 59.49649812' S,107 33.96803670' E,669.12,2.03,23.07.2024,09:45:24.934,5,OK,GPS,1.23,2.00,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,2043,23.07.2024,16:44:38.552,117.0000,0.0954,-98.35,16.63,57.98,29.78,9950.09,35.88,246.31,265.25,7.90,13.35,9.28,1020.5,----,-.--,-.--,-.-,-.-,-.-,-.-,2.30,3.55,4.64,5.79,7.13,20.76,19.76,48,06 59.49624712' S,107 33.96801368' E,669.40,1.35,23.07.2024,09:45:25.184,5,OK,GPS,1.23,2.00,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,2044,23.07.2024,16:44:38.802,117.0000,-0.1621,-98.08,16.51,59.25,30.03,9888.25,32.07,315.86,193.56,6.52,13.22,7.82,1029.0,----,-.--,-.--,-.-,-.-,-.-,-.-,2.26,3.54,4.53,5.70,10.28,15.24,16.51,48,06 59.49622962' S,107 33.96801868' E,669.40,1.29,23.07.2024,09:45:25.434,5,OK,GPS,1.23,2.00,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,2045,23.07.2024,16:44:39.052,117.0000,-0.2399,-98.14,15.87,55.52,30.01,10037.71,33.40,169.89,227.24,7.31,12.18,7.57,1014.6,----,-.--,-.--,-.-,-.-,-.-,-.-,2.29,3.57,4.60,5.74,6.42,15.83,16.33,48,06 59.49621212' S,107 33.96802368' E,669.40,1.24,23.07.2024,09:45:25.684,5,OK,GPS,1.23,2.00,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,2046,23.07.2024,16:44:39.302,117.0000,-0.5360,-98.12,14.64,57.25,30.77,9874.33,36.76,167.14,118.77,3.67,13.35,6.58,1021.5,----,-.--,-.--,-.-,-.-,-.-,-.-,2.21,3.56,4.57,5.70,8.89,16.78,13.76,48,06 59.49619462' S,107 33.96802868' E,669.40,1.18,23.07.2024,09:45:25.934,5,OK,GPS,1.23,2.00,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,2047,23.07.2024,16:44:39.552,117.0000,-0.4200,-97.41,14.99,59.11,32.83,9951.37,29.06,31.82,136.67,5.54,19.54,13.00,995.4,----,-.--,-.--,-.-,-.-,-.-,-.-,2.25,3.61,4.62,5.77,10.59,16.86,19.73,48,06 59.49623632' S,107 33.96799816' E,669.16,1.26,23.07.2024,09:45:26.184,5,OK,GPS,1.23,2.00,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,2048,23.07.2024,16:44:39.802,117.0000,-0.0891,-96.65,14.09,65.94,31.05,9912.22,33.57,229.27,185.46,5.75,13.88,9.16,1029.1,----,-.--,-.--,-.-,-.-,-.-,-.-,2.27,3.53,4.68,5.72,17.36,15.15,15.16,48,06 59.49623132' S,107 33.96799566' E,669.11,1.23,23.07.2024,09:45:26.434,5,OK,GPS,1.23,2.00,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,2049,23.07.2024,16:44:40.052,117.0000,-0.2411,-96.57,14.58,64.72,29.65,9825.41,28.97,66.82,108.19,5.79,12.45,7.00,987.3,----,-.--,-.--,-.-,-.-,-.-,-.-,2.14,3.44,4.60,5.61,16.74,13.98,15.43,48,06 59.49622632' S,107 33.96799316' E,669.06,1.20,23.07.2024,09:45:26.684,5,OK,GPS,1.23,2.00,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,2050,23.07.2024,16:44:40.302,117.0000,-0.0814,-97.38,12.69,63.70,29.92,9918.29,29.99,150.39,112.75,5.71,12.77,7.11,1062.7,----,-.--,-.--,-.-,-.-,-.-,-.-,2.06,3.50,4.60,5.56,7.42,13.57,15.59,48,06 59.49622132' S,107 33.96799066' E,669.01,1.17,23.07.2024,09:45:26.934,5,OK,GPS,1.23,2.00,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,2051,23.07.2024,16:44:40.552,117.0000,-0.0649,-97.17,10.92,60.97,30.47,9998.36,30.52,126.83,182.89,6.60,16.03,9.95,1013.5,----,-.--,-.--,-.-,-.-,-.-,-.-,2.07,3.59,4.65,5.53,14.25,16.68,14.36,48,06 59.49597952' S,107 33.96810656' E,668.61,0.65,23.07.2024,09:45:27.184,5,OK,GPS,1.09,1.71,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,2052,23.07.2024,16:44:40.802,117.0000,-0.2726,-97.25,10.15,62.52,30.24,9846.99,26.67,3.52,175.69,7.37,14.04,8.63,1027.7,----,-.--,-.--,-.-,-.-,-.-,-.-,2.09,3.68,4.74,5.59,21.06,17.61,16.75,48,06 59.49592452' S,107 33.96812906' E,668.48,0.52,23.07.2024,09:45:27.434,5,OK,GPS,1.09,1.71,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,2053,23.07.2024,16:44:41.052,117.0000,-0.1784,-97.42,14.14,60.98,33.52,9913.91,25.84,168.64,178.28,9.00,13.19,7.68,1025.6,----,-.--,-.--,-.-,-.-,-.-,-.-,2.06,3.69,4.72,5.60,19.53,14.74,14.04,48,06 59.49586952' S,107 33.96815156' E,668.36,0.39,23.07.2024,09:45:27.684,5,OK,GPS,1.09,1.71,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,2054,23.07.2024,16:44:41.302,117.0000,-0.0498,-97.96,16.13,60.29,30.20,9928.63,29.81,325.54,142.97,5.47,13.87,10.17,1025.2,----,-.--,-.--,-.-,-.-,-.-,-.-,2.02,3.62,4.64,5.50,10.48,16.24,17.35,48,06 59.49581452' S,107 33.96817406' E,668.23,0.26,23.07.2024,09:45:27.934,5,OK,GPS,1.09,1.71,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,2055,23.07.2024,16:44:41.552,117.0000,-0.1985,-96.58,12.65,64.35,30.01,9827.10,27.18,134.86,139.83,6.24,17.48,9.09,1004.0,----,-.--,-.--,-.-,-.-,-.-,-.-,1.89,3.53,4.61,5.41,19.27,15.00,15.58,48,06 59.49586608' S,107 33.96810184' E,668.82,0.60,23.07.2024,09:45:28.184,5,OK,GPS,1.09,1.71,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,2056,23.07.2024,16:44:41.802,117.0000,-0.2313,-97.04,14.56,63.49,30.10,9960.06,35.67,33.47,209.69,6.13,10.77,5.10,1008.6,----,-.--,-.--,-.-,-.-,-.-,-.-,1.97,3.64,4.70,5.52,18.37,13.96,16.26,48,06 59.49583358' S,107 33.96810434' E,668.84,0.57,23.07.2024,09:45:28.434,5,OK,GPS,1.09,1.71,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,2057,23.07.2024,16:44:42.052,117.0000,-0.0032,-97.84,20.59,55.78,29.68,9953.59,35.54,106.95,166.31,4.83,13.37,9.57,1021.5,----,-.--,-.--,-.-,-.-,-.-,-.-,2.03,3.63,4.75,5.56,9.34,17.51,18.26,48,06 59.49580108' S,107 33.96810684' E,668.87,0.53,23.07.2024,09:45:28.684,5,OK,GPS,1.09,1.71,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I     ,2058,23.07.2024,16:44:42.302,117.0000,-0.1935,-96.88,14.93,61.58,30.14,9926.14,28.19,19.02,180.25,6.48,17.07,9.04,1023.0,----,-.--,-.--,-.-,-.-,-.-,-.-,2.07,3.59,4.78,5.59,13.98,13.80,14.35,48,06 59.49576858' S,107 33.96810934' E,668.89,0.50,23.07.2024,09:45:28.934,5,OK,GPS,1.09,1.71,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,2059,23.07.2024,16:44:42.552,117.0000,-0.2960,-97.21,13.10,60.59,29.97,9929.81,29.54,359.48,122.46,4.66,12.21,8.47,1020.4,----,-.--,-.--,-.-,-.-,-.-,-.-,2.10,3.54,4.74,5.61,9.86,14.09,15.22,48,06 59.49602024' S,107 33.96802896' E,668.33,0.93,23.07.2024,09:45:29.184,5,OK,GPS,1.09,1.71,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,2060,23.07.2024,16:44:42.802,117.0000,-0.2446,-96.91,10.20,60.64,29.85,9926.26,28.53,0.96,155.56,6.12,14.36,8.54,1030.1,----,-.--,-.--,-.-,-.-,-.-,-.-,2.06,3.44,4.66,5.51,7.96,18.63,16.82,48,06 59.49604774' S,107 33.96801396' E,668.23,1.00,23.07.2024,09:45:29.434,5,OK,GPS,1.09,1.71,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,2061,23.07.2024,16:44:43.052,117.0000,-0.3413,-96.68,9.03,62.87,29.90,9969.80,29.84,15.84,183.56,6.29,13.98,9.39,1088.1,----,-.--,-.--,-.-,-.-,-.-,-.-,2.13,3.43,4.70,5.54,19.36,13.15,14.22,48,06 59.49607524' S,107 33.96799896' E,668.13,1.06,23.07.2024,09:45:29.684,5,OK,GPS,1.09,1.71,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,2062,23.07.2024,16:44:43.302,117.0000,-0.4866,-97.16,18.05,61.25,30.63,9989.50,31.64,11.90,178.64,5.93,13.31,8.61,1030.7,----,-.--,-.--,-.-,-.-,-.-,-.-,2.20,3.47,4.75,5.62,8.78,17.58,15.82,48,06 59.49610274' S,107 33.96798396' E,668.03,1.13,23.07.2024,09:45:29.934,5,OK,GPS,1.09,1.71,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,2063,23.07.2024,16:44:43.552,117.0000,-0.1602,-96.57,15.25,62.16,29.54,9942.14,24.27,207.93,153.44,6.51,13.98,8.40,1021.7,----,-.--,-.--,-.-,-.-,-.-,-.-,2.28,3.47,4.77,5.62,5.26,13.61,13.29,48,06 59.49563265' S,107 33.96813480' E,668.87,0.12,23.07.2024,09:45:30.185,5,OK,GPS,1.09,1.71,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,2064,23.07.2024,16:44:43.802,117.0000,-0.0930,-97.22,17.14,60.66,29.44,9900.98,28.89,230.71,153.79,5.57,11.01,6.13,1034.9,----,-.--,-.--,-.-,-.-,-.-,-.-,2.18,3.32,4.64,5.52,7.35,10.11,9.52,48,06 59.49555515' S,107 33.96815480' E,668.97,-0.04,23.07.2024,09:45:30.435,5,OK,GPS,1.09,1.71,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,2065,23.07.2024,16:44:44.052,117.0000,-0.1016,-98.21,17.33,56.85,29.85,9962.62,28.55,234.96,177.97,6.52,12.60,7.19,1040.5,----,-.--,-.--,-.-,-.-,-.-,-.-,2.09,3.24,4.55,5.44,7.97,17.03,19.32,48,06 59.49547765' S,107 33.96817480' E,669.07,-0.21,23.07.2024,09:45:30.685,5,OK,GPS,1.09,1.71,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I     ,2066,23.07.2024,16:44:44.302,117.0000,-0.2399,-97.70,16.98,55.88,30.39,9910.86,31.35,334.42,179.71,6.32,13.39,7.41,1024.4,----,-.--,-.--,-.-,-.-,-.-,-.-,2.01,3.11,4.44,5.34,6.41,16.83,17.77,48,06 59.49540015' S,107 33.96819480' E,669.17,-0.37,23.07.2024,09:45:30.935,5,OK,GPS,1.09,1.71,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I     ,2067,23.07.2024,16:44:44.552,117.0000,-0.1431,-98.16,17.21,57.83,30.25,9965.27,30.42,226.86,153.64,5.73,12.70,8.24,998.8,----,-.--,-.--,-.-,-.-,-.-,-.-,2.08,3.13,4.51,5.43,10.15,15.23,15.10,48,06 59.49564260' S,107 33.96826220' E,668.33,0.68,23.07.2024,09:45:31.185,5,OK,GPS,1.09,1.71,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,2068,23.07.2024,16:44:44.802,117.0000,0.1567,-98.15,18.00,57.07,29.50,9935.56,30.70,140.04,145.88,5.30,12.64,8.05,1011.9,----,-.--,-.--,-.-,-.-,-.-,-.-,2.05,3.08,4.45,5.44,7.81,18.80,18.64,48,06 59.49563260' S,107 33.96829220' E,668.23,0.78,23.07.2024,09:45:31.435,5,OK,GPS,1.09,1.71,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,2069,23.07.2024,16:44:45.052,117.0000,0.3086,-98.38,17.73,55.14,30.50,9896.97,30.79,330.46,205.11,20.17,13.09,8.08,1030.1,----,-.--,-.--,-.-,-.-,-.-,-.-,2.05,3.10,4.44,5.40,6.40,16.63,18.00,48,06 59.49562260' S,107 33.96832220' E,668.13,0.87,23.07.2024,09:45:31.685,5,OK,GPS,1.09,1.71,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,2070,23.07.2024,16:44:45.301,117.0000,0.0014,-98.40,13.17,58.47,29.78,9908.64,33.39,189.24,147.26,4.94,13.67,6.95,1012.9,----,-.--,-.--,-.-,-.-,-.-,-.-,1.98,3.08,4.40,5.37,8.63,14.15,14.75,48,06 59.49561264' S,107 33.96835208' E,668.03,0.97,23.07.2024,09:45:31.934,5,OK,GPS,1.09,1.71,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,2071,23.07.2024,16:44:45.551,117.0000,-0.0842,-98.24,20.50,55.87,29.81,9945.73,33.36,141.30,266.55,8.33,13.79,8.70,1015.7,----,-.--,-.--,-.-,-.-,-.-,-.-,1.92,3.04,4.30,5.36,7.47,20.76,18.81,48,06 59.49515272' S,107 33.96833472' E,668.16,0.51,23.07.2024,09:45:32.184,5,OK,GPS,1.09,1.71,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,2072,23.07.2024,16:44:45.801,117.0000,-0.0463,-98.08,16.66,56.83,30.27,9945.28,31.29,347.08,166.09,6.19,13.52,8.34,1020.4,----,-.--,-.--,-.-,-.-,-.-,-.-,1.91,3.12,4.37,5.43,7.08,17.61,16.61,48,06 59.49504772' S,107 33.96835472' E,668.11,0.49,23.07.2024,09:45:32.434,5,OK,GPS,1.09,1.71,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,2073,23.07.2024,16:44:46.051,117.0000,0.0778,-98.14,14.08,55.51,30.14,9983.89,32.82,205.93,214.38,7.31,12.83,8.74,1018.7,----,-.--,-.--,-.-,-.-,-.-,-.-,2.00,3.24,4.45,5.50,6.42,14.69,14.09,48,06 59.49494272' S,107 33.96837472' E,668.06,0.47,23.07.2024,09:45:32.684,5,OK,GPS,1.09,1.71,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,2074,23.07.2024,16:44:46.301,117.0000,-0.0132,-98.16,19.82,55.38,29.87,9952.88,32.33,340.73,209.91,7.19,12.64,7.50,1022.5,----,-.--,-.--,-.-,-.-,-.-,-.-,2.02,3.29,4.47,5.49,7.38,14.71,14.61,48,06 59.49483772' S,107 33.96839472' E,668.01,0.45,23.07.2024,09:45:32.934,5,OK,GPS,1.09,1.71,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,2075,23.07.2024,16:44:46.551,117.0000,-0.0204,-97.75,19.09,55.37,30.25,9920.42,27.64,227.37,197.01,7.27,13.95,8.91,1010.6,----,-.--,-.--,-.-,-.-,-.-,-.-,1.80,3.19,4.39,5.32,7.19,14.52,13.74,48,06 59.49481560' S,107 33.96839104' E,667.84,0.81,23.07.2024,09:45:33.184,5,OK,GPS,1.09,1.71,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,2076,23.07.2024,16:44:46.801,117.0000,0.0820,-98.21,22.58,57.11,30.15,10031.29,36.87,225.86,169.02,5.42,12.80,6.61,1021.4,----,-.--,-.--,-.-,-.-,-.-,-.-,1.87,3.28,4.45,5.31,6.23,14.53,15.83,48,06 59.49472810' S,107 33.96840604' E,667.77,0.87,23.07.2024,09:45:33.434,5,OK,GPS,1.09,1.71,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,2077,23.07.2024,16:44:47.051,117.0000,0.0517,-98.18,21.74,55.73,30.32,9948.29,31.91,310.49,176.62,5.58,13.31,8.97,994.2,----,-.--,-.--,-.-,-.-,-.-,-.-,1.75,3.19,4.36,5.18,8.74,16.81,16.58,48,06 59.49464060' S,107 33.96842104' E,667.69,0.93,23.07.2024,09:45:33.684,5,OK,GPS,1.09,1.71,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,2078,23.07.2024,16:44:47.301,117.0000,0.0419,-98.11,18.24,56.03,29.67,9989.04,28.69,212.90,196.58,7.05,13.16,9.22,1034.6,----,-.--,-.--,-.-,-.-,-.-,-.-,1.75,3.22,4.35,5.15,6.10,18.01,15.88,48,06 59.49455310' S,107 33.96843604' E,667.62,0.99,23.07.2024,09:45:33.934,5,OK,GPS,1.09,1.71,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,2079,23.07.2024,16:44:47.551,117.0000,0.0153,-98.14,17.41,55.77,29.70,9922.42,31.75,228.87,233.69,7.83,13.55,9.62,996.4,----,-.--,-.--,-.-,-.-,-.-,-.-,1.78,3.26,4.32,5.11,7.23,16.67,18.21,48,06 59.49466688' S,107 33.96827344' E,668.14,0.42,23.07.2024,09:45:34.184,6,OK,GPS,0.98,1.70,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,2080,23.07.2024,16:44:47.801,117.0000,-0.2128,-98.00,17.06,59.34,30.09,9951.05,27.31,24.22,199.72,7.71,12.80,7.85,1039.6,----,-.--,-.--,-.-,-.-,-.-,-.-,1.72,3.16,4.18,4.95,6.27,15.03,17.30,48,06 59.49462188' S,107 33.96825094' E,668.19,0.35,23.07.2024,09:45:34.434,6,OK,GPS,0.98,1.70,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,2081,23.07.2024,16:44:48.051,117.0000,-0.0945,-98.26,18.39,57.89,29.75,9922.61,29.37,84.38,149.33,5.29,14.23,9.47,1021.9,----,-.--,-.--,-.-,-.-,-.-,-.-,1.66,3.10,4.11,4.85,7.69,15.42,14.93,48,06 59.49457688' S,107 33.96822844' E,668.24,0.27,23.07.2024,09:45:34.684,6,OK,GPS,0.98,1.70,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
