RX,STIOCPMV,Index,Date,Time,FREQ[MHz],MEAS.F[kHz],LEVEL[dBm],AM-MOD./30Hz[%],AM-MOD./9960Hz[%],FREQ_30[Hz],FREQ_9960[Hz],FREQ_FM30[Hz],BEARING(from)[°],FM-DEV.[Hz],FM-INDEX,VOICE-MOD.[%],ID-MOD.[%],ID-F.[Hz],ID-CODE,ID-Per.[s],Last_ID[s],DotLen[ms],DashLen[ms],DotDashGap[ms],Lettergap[ms],SubCarr_K2[dB],SubCarr_K3[dB],SubCarr_K4[dB],SubCarr_K5[dB],AM60Hz[%],AM1k44[%],AM1k50[%],No.Of Segm,GPS_lat.,GPS_long.,GPS_alt[m],GPS_speed[km/h],GPS_date,GPS_time,GPS_Sat,GPS_Status,GPS_Fix,GPS_HDOP,GPS_VDOP,GPS_Und.[m],Temp[°C],IFBW Manual,MeasTime[ms],ATT.MODE,BaseBand_Lev[V],BaseBand_DC[V],TrigCounter,I/Q_Position,I/Q_Samples,x
1,  I   M ,2125,23.07.2024,16:44:59.051,117.0000,-0.4460,-97.82,19.16,56.55,29.88,9941.40,27.57,210.33,206.57,14.72,13.54,8.11,1006.2,----,-.--,-.--,-.-,-.-,-.-,-.-,2.20,3.52,4.59,5.56,7.54,16.08,14.98,48,06 59.49364100' S,107 33.96888260' E,668.36,0.62,23.07.2024,09:45:45.684,6,OK,GPS,1.06,1.73,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,2126,23.07.2024,16:44:59.301,117.0000,-0.2250,-97.57,20.56,58.49,30.31,9991.94,28.65,298.29,193.97,7.08,12.70,7.63,1013.4,----,-.--,-.--,-.-,-.-,-.-,-.-,2.16,3.56,4.59,5.59,6.19,15.94,15.36,48,06 59.49370350' S,107 33.96892010' E,668.31,0.61,23.07.2024,09:45:45.934,6,OK,GPS,1.06,1.73,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,2127,23.07.2024,16:44:59.551,117.0000,-0.1181,-97.84,15.75,57.76,30.09,9959.76,30.24,198.86,252.09,8.96,12.91,7.96,1020.0,----,-.--,-.--,-.-,-.-,-.-,-.-,2.09,3.66,4.54,5.59,5.77,17.75,18.33,48,06 59.49343448' S,107 33.96892208' E,668.38,0.81,23.07.2024,09:45:46.184,6,OK,GPS,1.06,1.73,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,2128,23.07.2024,16:44:59.801,117.0000,-0.1000,-98.14,20.84,58.21,29.97,9955.86,30.88,252.98,188.75,5.99,13.82,7.90,1045.5,----,-.--,-.--,-.-,-.-,-.-,-.-,1.93,3.56,4.35,5.49,9.01,19.03,20.98,48,06 59.49342698' S,107 33.96895208' E,668.36,0.85,23.07.2024,09:45:46.434,6,OK,GPS,1.06,1.73,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,2129,23.07.2024,16:45:00.051,117.0000,-0.3222,-97.70,17.18,56.67,30.12,9877.78,27.84,185.37,165.38,9.61,13.51,7.78,1023.1,----,-.--,-.--,-.-,-.-,-.-,-.-,1.77,3.53,4.28,5.46,9.05,15.04,17.40,48,06 59.49341948' S,107 33.96898208' E,668.33,0.88,23.07.2024,09:45:46.684,6,OK,GPS,1.06,1.73,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,2130,23.07.2024,16:45:00.301,117.0000,-0.0426,-97.92,19.38,58.04,29.69,9895.97,35.27,14.83,144.44,4.46,13.53,9.22,1014.6,----,-.--,-.--,-.-,-.-,-.-,-.-,1.86,3.55,4.36,5.57,6.04,14.87,14.70,48,06 59.49341198' S,107 33.96901208' E,668.31,0.92,23.07.2024,09:45:46.934,6,OK,GPS,1.06,1.73,1.60,55,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,2131,23.07.2024,16:45:00.551,117.0000,-0.1228,-97.71,15.51,55.79,29.99,9975.39,29.04,2.42,150.38,6.60,13.47,7.81,1006.4,----,-.--,-.--,-.-,-.-,-.-,-.-,1.75,3.41,4.28,5.47,8.95,21.08,22.69,48,06 59.49309664' S,107 33.96895920' E,668.40,0.94,23.07.2024,09:45:47.184,6,OK,GPS,0.98,1.70,1.60,55,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,2132,23.07.2024,16:45:00.801,117.0000,-0.1735,-97.71,14.09,58.00,30.16,9937.11,30.13,177.13,131.10,4.80,12.98,6.78,991.8,----,-.--,-.--,-.-,-.-,-.-,-.-,1.82,3.44,4.36,5.53,11.14,16.09,14.98,48,06 59.49302414' S,107 33.96897170' E,668.40,0.98,23.07.2024,09:45:47.434,6,OK,GPS,0.98,1.70,1.60,55,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I     ,2133,23.07.2024,16:45:01.051,117.0000,-0.5911,-97.68,18.74,58.71,30.10,9982.24,30.16,40.93,159.83,6.31,13.05,6.23,1050.1,----,-.--,-.--,-.-,-.-,-.-,-.-,1.88,3.40,4.36,5.45,7.71,16.38,16.41,48,06 59.49295164' S,107 33.96898420' E,668.40,1.01,23.07.2024,09:45:47.684,6,OK,GPS,0.98,1.70,1.60,55,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I     ,2134,23.07.2024,16:45:01.301,117.0000,-0.0139,-97.82,12.93,56.11,29.92,9860.68,36.48,176.64,147.08,4.86,12.09,7.18,1009.3,----,-.--,-.--,-.-,-.-,-.-,-.-,1.85,3.29,4.31,5.31,4.56,15.16,14.91,48,06 59.49287914' S,107 33.96899670' E,668.40,1.04,23.07.2024,09:45:47.934,6,OK,GPS,0.98,1.70,1.60,55,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,2135,23.07.2024,16:45:01.551,117.0000,-0.3014,-97.73,18.85,56.38,29.48,9893.58,27.88,310.19,216.96,8.32,13.04,9.25,1021.3,----,-.--,-.--,-.-,-.-,-.-,-.-,1.91,3.25,4.35,5.30,8.82,14.93,15.31,48,06 59.49319736' S,107 33.96917496' E,668.40,0.67,23.07.2024,09:45:48.184,6,OK,GPS,0.98,1.70,1.60,55,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,2136,23.07.2024,16:45:01.801,117.0000,-0.3089,-97.65,18.34,55.36,30.30,9973.59,32.86,31.68,188.54,5.86,13.86,8.09,1035.7,----,-.--,-.--,-.-,-.-,-.-,-.-,1.94,3.29,4.45,5.32,9.25,22.86,20.92,48,06 59.49320736' S,107 33.96922246' E,668.40,0.61,23.07.2024,09:45:48.434,6,OK,GPS,0.98,1.70,1.60,55,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,2137,23.07.2024,16:45:02.051,117.0000,0.2269,-98.21,19.12,56.66,30.13,9900.70,28.82,321.13,190.93,7.16,13.93,9.12,1022.4,----,-.--,-.--,-.-,-.-,-.-,-.-,2.03,3.30,4.48,5.33,6.33,19.92,20.22,48,06 59.49321736' S,107 33.96926996' E,668.40,0.56,23.07.2024,09:45:48.684,6,OK,GPS,0.98,1.70,1.60,55,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,2138,23.07.2024,16:45:02.301,117.0000,-0.1391,-97.59,17.72,56.37,29.86,9962.77,29.68,10.47,230.47,8.39,12.90,7.63,1027.0,----,-.--,-.--,-.-,-.-,-.-,-.-,1.97,3.26,4.49,5.28,7.54,19.68,18.50,48,06 59.49322736' S,107 33.96931746' E,668.40,0.51,23.07.2024,09:45:48.934,6,OK,GPS,0.98,1.70,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,2139,23.07.2024,16:45:02.551,117.0000,-0.2776,-97.62,19.68,57.30,30.17,9931.83,25.08,292.99,180.12,7.66,13.29,7.93,1017.9,----,-.--,-.--,-.-,-.-,-.-,-.-,1.97,3.30,4.50,5.30,8.30,15.40,16.70,48,06 59.49309528' S,107 33.96902160' E,668.76,0.44,23.07.2024,09:45:49.184,6,OK,GPS,0.98,1.70,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,2140,23.07.2024,16:45:02.801,117.0000,-0.3672,-97.84,15.81,56.77,29.90,9923.01,30.45,204.82,163.57,7.12,12.97,7.63,1028.6,----,-.--,-.--,-.-,-.-,-.-,-.-,1.91,3.29,4.45,5.30,13.00,17.29,17.06,48,06 59.49307528' S,107 33.96899660' E,668.83,0.38,23.07.2024,09:45:49.434,6,OK,GPS,0.98,1.70,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,2141,23.07.2024,16:45:03.051,117.0000,-0.3369,-97.45,19.84,56.59,29.94,9934.42,33.26,325.04,204.40,7.72,13.34,8.49,1040.8,----,-.--,-.--,-.-,-.-,-.-,-.-,1.94,3.32,4.43,5.42,7.43,16.57,15.19,48,06 59.49305528' S,107 33.96897160' E,668.91,0.32,23.07.2024,09:45:49.684,6,OK,GPS,0.98,1.70,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,2142,23.07.2024,16:45:03.301,117.0000,0.0412,-98.07,20.03,56.43,29.41,9929.53,32.12,148.95,133.09,4.52,12.52,7.03,992.0,----,-.--,-.--,-.-,-.-,-.-,-.-,1.93,3.33,4.43,5.50,7.60,15.70,14.44,48,06 59.49303528' S,107 33.96894660' E,668.98,0.26,23.07.2024,09:45:49.934,6,OK,GPS,0.98,1.70,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,2143,23.07.2024,16:45:03.551,117.0000,0.0293,-98.12,19.64,55.34,30.89,9972.08,28.71,302.96,153.05,13.98,13.65,8.47,997.0,----,-.--,-.--,-.-,-.-,-.-,-.-,1.91,3.30,4.43,5.52,12.23,18.73,18.71,48,06 59.49327576' S,107 33.96883872' E,668.82,0.14,23.07.2024,09:45:50.184,6,OK,GPS,0.98,1.70,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I     ,2144,23.07.2024,16:45:03.801,117.0000,-0.1078,-97.61,18.33,53.77,30.11,9853.53,27.19,207.49,237.60,8.87,12.99,7.15,1028.4,----,-.--,-.--,-.-,-.-,-.-,-.-,1.87,3.25,4.43,5.49,11.38,16.68,16.81,48,06 59.49331076' S,107 33.96879622' E,668.84,0.06,23.07.2024,09:45:50.434,6,OK,GPS,0.98,1.70,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,2145,23.07.2024,16:45:04.051,117.0000,-0.2184,-97.82,18.23,57.09,29.78,9985.98,30.41,138.24,208.02,7.00,14.21,8.51,1034.7,----,-.--,-.--,-.-,-.-,-.-,-.-,1.92,3.34,4.49,5.52,10.39,17.17,18.80,48,06 59.49334576' S,107 33.96875372' E,668.87,-0.01,23.07.2024,09:45:50.684,6,OK,GPS,0.98,1.70,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,2146,23.07.2024,16:45:04.301,117.0000,-0.1132,-97.93,19.53,56.89,30.03,9947.90,31.06,42.91,175.00,7.23,12.59,7.78,998.7,----,-.--,-.--,-.-,-.-,-.-,-.-,1.92,3.32,4.41,5.50,7.04,16.59,14.47,48,06 59.49338076' S,107 33.96871122' E,668.89,-0.08,23.07.2024,09:45:50.934,6,OK,GPS,0.98,1.70,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I     ,2147,23.07.2024,16:45:04.551,117.0000,-0.0034,-97.90,17.86,57.60,30.22,9995.45,30.25,292.85,166.50,5.90,13.14,6.94,1038.8,----,-.--,-.--,-.-,-.-,-.-,-.-,1.83,3.23,4.34,5.40,10.14,16.42,16.62,48,06 59.49289480' S,107 33.96873976' E,669.04,0.83,23.07.2024,09:45:51.184,6,OK,GPS,0.98,1.70,1.60,55,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,2148,23.07.2024,16:45:04.801,117.0000,0.0080,-97.89,15.98,58.11,29.74,9927.99,32.53,43.46,197.37,6.86,12.72,7.21,1037.9,----,-.--,-.--,-.-,-.-,-.-,-.-,1.78,3.12,4.26,5.27,8.15,19.82,15.53,48,06 59.49281980' S,107 33.96871226' E,669.09,0.97,23.07.2024,09:45:51.434,6,OK,GPS,0.98,1.70,1.60,55,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,2149,23.07.2024,16:45:05.051,117.0000,-0.2275,-97.77,16.04,57.88,29.96,9888.20,33.36,159.91,172.46,5.56,13.29,6.94,1013.8,----,-.--,-.--,-.-,-.-,-.-,-.-,1.72,3.11,4.23,5.21,8.04,13.95,12.90,48,06 59.49274480' S,107 33.96868476' E,669.14,1.10,23.07.2024,09:45:51.684,6,OK,GPS,0.98,1.70,1.60,55,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,2150,23.07.2024,16:45:05.301,117.0000,-0.2842,-98.03,19.94,56.86,30.73,9998.75,29.52,357.43,117.09,4.48,13.00,8.02,996.7,----,-.--,-.--,-.-,-.-,-.-,-.-,1.75,3.19,4.28,5.25,9.72,17.53,16.28,48,06 59.49266980' S,107 33.96865726' E,669.19,1.24,23.07.2024,09:45:51.934,6,OK,GPS,0.98,1.70,1.60,55,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I     ,2151,23.07.2024,16:45:05.551,117.0000,-0.3185,-97.81,17.08,58.92,29.24,9873.71,24.96,153.07,199.70,9.82,13.16,9.17,1023.9,----,-.--,-.--,-.-,-.-,-.-,-.-,1.86,3.28,4.30,5.27,6.21,19.90,19.07,48,06 59.49304480' S,107 33.96884295' E,669.24,0.02,23.07.2024,09:45:52.185,6,OK,GPS,1.06,1.74,1.60,55,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I     ,2152,23.07.2024,16:45:05.801,117.0000,-0.2036,-97.51,20.48,56.27,29.86,9984.46,34.67,322.47,163.38,5.03,12.82,7.72,1021.8,----,-.--,-.--,-.-,-.-,-.-,-.-,1.89,3.30,4.30,5.34,7.99,16.97,15.53,48,06 59.49306480' S,107 33.96886045' E,669.29,-0.13,23.07.2024,09:45:52.435,6,OK,GPS,1.06,1.74,1.60,55,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,2153,23.07.2024,16:45:06.051,117.0000,-0.0775,-97.73,12.47,59.62,29.93,9934.01,36.13,18.22,251.12,7.04,14.33,7.58,1028.9,----,-.--,-.--,-.-,-.-,-.-,-.-,1.76,3.14,4.21,5.24,8.48,16.88,17.23,48,06 59.49308480' S,107 33.96887795' E,669.34,-0.28,23.07.2024,09:45:52.685,6,OK,GPS,1.06,1.74,1.60,55,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,2154,23.07.2024,16:45:06.301,117.0000,-0.0361,-97.82,17.47,58.94,30.13,9907.36,26.23,343.16,196.14,8.86,13.70,8.01,1029.3,----,-.--,-.--,-.-,-.-,-.-,-.-,1.73,3.13,4.25,5.24,7.92,15.38,16.17,48,06 59.49310480' S,107 33.96889545' E,669.39,-0.43,23.07.2024,09:45:52.935,6,OK,GPS,1.06,1.74,1.60,55,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,2155,23.07.2024,16:45:06.551,117.0000,-0.0422,-97.86,18.22,59.11,30.07,9842.63,34.58,140.46,347.64,10.62,13.93,9.22,1027.0,----,-.--,-.--,-.-,-.-,-.-,-.-,1.83,3.19,4.32,5.33,6.76,20.43,19.59,48,06 59.49317220' S,107 33.96891295' E,669.20,0.55,23.07.2024,09:45:53.185,6,OK,GPS,1.06,1.74,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I     ,2156,23.07.2024,16:45:06.801,117.0000,0.0530,-97.12,16.25,61.63,30.04,9969.97,30.52,237.14,220.24,7.29,12.62,7.00,1006.8,----,-.--,-.--,-.-,-.-,-.-,-.-,1.93,3.21,4.35,5.38,8.21,15.99,16.90,48,06 59.49320220' S,107 33.96893045' E,669.20,0.64,23.07.2024,09:45:53.435,6,OK,GPS,1.06,1.74,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,2157,23.07.2024,16:45:07.051,117.0000,-0.1633,-97.97,16.98,58.95,29.94,9913.41,33.19,210.57,147.40,5.25,11.81,8.36,1017.0,----,-.--,-.--,-.-,-.-,-.-,-.-,1.99,3.23,4.41,5.36,7.67,15.66,15.20,48,06 59.49323220' S,107 33.96894795' E,669.20,0.73,23.07.2024,09:45:53.685,6,OK,GPS,1.06,1.74,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,2158,23.07.2024,16:45:07.301,117.0000,-0.0525,-97.73,17.38,56.42,30.19,9885.92,29.55,163.06,205.53,7.65,13.49,8.07,992.6,----,-.--,-.--,-.-,-.-,-.-,-.-,1.97,3.19,4.39,5.32,5.26,15.72,16.89,48,06 59.49326220' S,107 33.96896545' E,669.20,0.82,23.07.2024,09:45:53.935,6,OK,GPS,1.06,1.74,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,2159,23.07.2024,16:45:07.551,117.0000,0.0318,-97.61,19.19,57.17,30.00,9940.25,32.70,184.32,203.11,6.50,13.32,9.02,1027.9,----,-.--,-.--,-.-,-.-,-.-,-.-,1.87,3.13,4.34,5.29,8.32,15.80,17.80,48,06 59.49300780' S,107 33.96886445' E,669.32,0.04,23.07.2024,09:45:54.185,6,OK,GPS,1.06,1.74,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I     ,2160,23.07.2024,16:45:07.801,117.0000,-0.1408,-97.43,21.14,55.25,30.19,9930.86,32.23,6.13,176.27,5.90,13.98,9.02,990.6,----,-.--,-.--,-.-,-.-,-.-,-.-,1.97,3.24,4.44,5.38,7.15,17.04,16.56,48,06 59.49297780' S,107 33.96885695' E,669.34,-0.06,23.07.2024,09:45:54.435,6,OK,GPS,1.06,1.74,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,2161,23.07.2024,16:45:08.051,117.0000,-0.3512,-97.58,15.08,57.06,30.10,9901.04,30.32,193.17,171.75,6.41,13.27,7.00,1011.2,----,-.--,-.--,-.-,-.-,-.-,-.-,2.10,3.33,4.53,5.50,9.58,15.90,15.26,48,06 59.49294780' S,107 33.96884945' E,669.37,-0.15,23.07.2024,09:45:54.685,6,OK,GPS,1.06,1.74,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,2162,23.07.2024,16:45:08.301,117.0000,-0.1382,-97.63,21.00,55.07,29.80,9951.45,32.59,216.29,178.14,5.77,13.55,6.42,1025.6,----,-.--,-.--,-.-,-.-,-.-,-.-,2.10,3.32,4.49,5.45,5.71,15.60,15.38,48,06 59.49291780' S,107 33.96884195' E,669.39,-0.24,23.07.2024,09:45:54.935,6,OK,GPS,1.06,1.74,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,2163,23.07.2024,16:45:08.551,117.0000,-0.5440,-97.58,16.84,56.40,30.61,9937.21,28.11,213.72,210.65,9.10,13.61,9.23,1014.5,----,-.--,-.--,-.-,-.-,-.-,-.-,2.12,3.40,4.56,5.51,6.41,19.95,18.23,48,06 59.49307740' S,107 33.96875150' E,669.42,0.48,23.07.2024,09:45:55.185,6,OK,GPS,1.06,1.74,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I     ,2164,23.07.2024,16:45:08.801,117.0000,-0.2456,-97.10,15.80,57.30,27.82,9925.91,29.72,358.61,134.39,5.51,14.47,7.89,1012.5,----,-.--,-.--,-.-,-.-,-.-,-.-,2.13,3.53,4.66,5.61,12.11,18.59,18.21,48,06 59.49308740' S,107 33.96872650' E,669.44,0.56,23.07.2024,09:45:55.435,6,OK,GPS,1.06,1.74,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,2165,23.07.2024,16:45:09.051,117.0000,-0.3434,-97.28,16.85,56.15,31.58,9991.65,32.67,351.57,183.20,6.42,11.83,6.38,988.3,----,-.--,-.--,-.-,-.-,-.-,-.-,2.10,3.48,4.64,5.58,11.50,16.57,17.20,48,06 59.49309740' S,107 33.96870150' E,669.47,0.64,23.07.2024,09:45:55.685,6,OK,GPS,1.06,1.74,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,2166,23.07.2024,16:45:09.301,117.0000,0.0092,-97.32,19.86,58.24,30.13,9908.89,31.07,346.31,207.65,7.63,13.02,9.08,1043.3,----,-.--,-.--,-.-,-.-,-.-,-.-,2.16,3.45,4.64,5.56,7.53,18.26,16.73,48,06 59.49310740' S,107 33.96867650' E,669.49,0.71,23.07.2024,09:45:55.935,6,OK,GPS,1.06,1.74,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,2167,23.07.2024,16:45:09.551,117.0000,-0.3182,-97.76,20.96,60.44,29.49,9935.89,31.46,3.83,198.34,8.65,14.13,8.10,1038.1,----,-.--,-.--,-.-,-.-,-.-,-.-,2.21,3.45,4.70,5.59,9.03,15.04,15.47,48,06 59.49260785' S,107 33.96859225' E,669.40,0.87,23.07.2024,09:45:56.185,6,OK,GPS,1.06,1.74,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,2168,23.07.2024,16:45:09.801,117.0000,-0.1230,-97.52,17.58,59.79,29.92,9950.79,31.69,231.90,183.53,6.11,12.50,8.08,991.5,----,-.--,-.--,-.-,-.-,-.-,-.-,2.12,3.36,4.57,5.45,8.40,16.42,15.05,48,06 59.49251035' S,107 33.96855475' E,669.40,0.96,23.07.2024,09:45:56.435,6,OK,GPS,1.06,1.74,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
1,  I   M ,2169,23.07.2024,16:45:10.051,117.0000,-0.1225,-97.73,19.05,57.60,30.15,9938.17,27.03,8.95,176.45,6.85,13.31,9.80,996.5,----,-.--,-.--,-.-,-.-,-.-,-.-,2.03,3.31,4.52,5.35,8.62,17.36,15.98,48,06 59.49241285' S,107 33.96851725' E,669.40,1.06,23.07.2024,09:45:56.685,6,OK,GPS,1.06,1.74,1.60,54,25KHZ,250,Auto:Low Noise+,-.---,-.---,0,-,0,
