RX,STIOCPMV,Index,Date,Time,FREQ[MHz],SINGLE[kHz],CRS_UF[kHz],CLR_LF[kHz],LEVEL[dBm],AM-MOD./90Hz[%],AM-MOD./150Hz[%],FREQ_90[Hz],FREQ_150[Hz],DDM(90-150)[1],SDM[%],PHI-90/150[°],ID-MOD.[%],ID-F.[Hz],ID-CODE,ID-Per.[s],Last_ID[s],DotLen[ms],DashLen[ms],DotDashGap[ms],Lettergap[ms],LEV_CLR_LF[dBm],LEV_CRS_UF[dBm],AM-MOD_CLR_LF/90Hz[%],AM-MOD_CLR_LF/150Hz[%],FREQ_90_CLR_LF[Hz],FREQ_150_CLR_LF[Hz],DDM_CLR_LF(90-150)[1],SDM_CLR_LF[%],PHI-90/150_CLR_LF[°],AM-MOD_CRS_UF/90Hz[%],AM-MOD_CRS_UF/150Hz[%],FREQ_90_CRS_UF[Hz],FREQ_150_CRS_UF[Hz],DDM_CRS_UF(90-150)[1],SDM_CRS_UF[%],PHI-90/150_CRS_UF[°],PHI-90/90[°],PHI-150/150[°],ResFM90[Hz],ResFM150[Hz],K2/90Hz[%],K2/150Hz[%],K3/90Hz[%],K3/150Hz[%],K4/90Hz[%],K4/150Hz[%],THD/90Hz[%],THD/150Hz[%],AM240[%],GPS_lat.,GPS_long.,GPS_alt[m],GPS_speed[km/h],GPS_date,GPS_time,GPS_Sat,GPS_Status,GPS_Fix,GPS_HDOP,GPS_VDOP,GPS_Und.[m],Temp[°C],MeasTime[ms],MeasMode,LOC_GP,ATT.MODE,DemodOffset_1F[kHz],DemodOffset_CRS[kHz],DemodOffset_CLR[kHz],Autotune_1F,Autotune_CRS,Autotune_CLR,IFBW_Man_WIDE,IFBW_Man_UCLC,BaseBand_Lev[V],BaseBand_DC[V],TrigCounter,I/Q_Position,I/Q_Samples,x
1,  I   MV,36,23.07.2024,16:48:33.844,110.7000,0.0506,-.----,-.----,-84.82,20.55,17.83,90.01,150.00,26.3,38.37,57.49,3.53,-.-,----,-.--,-.--,-.-,-.-,-.-,-.-,-.--,-.--,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,14.32,13.69,1.60,3.88,0.76,1.25,0.97,1.45,12.23,24.88,1.24,06 59.49334125' S,107 33.97097880' E,669.99,0.20,23.07.2024,09:49:20.485,7,OK,GPS,0.91,1.67,1.60,55,500,WIDE,LLZ,Auto:Low Noise+,-.-,-.-,-.-,FIXED,OFF,OFF,25KHZ,3KHZ,-.---,-.---,0,-,0,
1,  I    V,37,23.07.2024,16:48:34.344,110.7000,0.0467,-.----,-.----,-82.28,20.21,18.75,90.04,150.00,14.1,38.96,1.17,3.02,-.-,----,-.--,-.--,-.-,-.-,-.-,-.-,-.--,-.--,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,6.72,6.43,0.88,1.41,0.70,0.95,0.85,1.19,8.28,11.60,0.65,06 59.49346625' S,107 33.97101880' E,670.29,-0.02,23.07.2024,09:49:20.985,7,OK,GPS,0.91,1.67,1.60,55,500,WIDE,LLZ,Auto:Low Noise+,-.-,-.-,-.-,FIXED,OFF,OFF,25KHZ,3KHZ,-.---,-.---,0,-,0,
1,  I   MV,38,23.07.2024,16:48:34.844,110.7000,0.0465,-.----,-.----,-81.57,19.96,18.78,90.01,150.00,11.4,38.74,0.82,2.31,-.-,----,-.--,-.--,-.-,-.-,-.-,-.-,-.--,-.--,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,9.20,6.98,0.77,1.26,0.70,0.83,0.82,1.43,7.21,11.47,0.62,06 59.49344275' S,107 33.97114790' E,670.00,0.48,23.07.2024,09:49:21.485,7,OK,GPS,0.91,1.67,1.60,55,500,WIDE,LLZ,Auto:Low Noise+,-.-,-.-,-.-,FIXED,OFF,OFF,25KHZ,3KHZ,-.---,-.---,0,-,0,
1,  I    V,39,23.07.2024,16:48:35.344,110.7000,0.0466,-.----,-.----,-79.86,19.97,19.30,90.01,150.01,6.5,39.27,-0.67,2.01,-.-,----,-.--,-.--,-.-,-.-,-.-,-.-,-.--,-.--,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,8.17,6.63,0.69,0.73,0.64,0.66,0.46,0.76,5.86,6.93,0.47,06 59.49351775' S,107 33.97121790' E,670.10,0.50,23.07.2024,09:49:21.985,7,OK,GPS,0.91,1.67,1.60,55,500,WIDE,LLZ,Auto:Low Noise+,-.-,-.-,-.-,FIXED,OFF,OFF,25KHZ,3KHZ,-.---,-.---,0,-,0,
1,  I    V,40,23.07.2024,16:48:35.844,110.7000,0.0465,-.----,-.----,-79.61,20.18,19.12,90.03,149.98,10.3,39.30,0.41,1.77,-.-,----,-.--,-.--,-.-,-.-,-.-,-.-,-.--,-.--,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,4.78,4.75,0.77,1.14,0.56,0.49,0.60,0.93,6.21,8.69,0.57,06 59.49360760' S,107 33.97100575' E,670.20,0.15,23.07.2024,09:49:22.485,7,OK,GPS,0.91,1.67,1.60,55,500,WIDE,LLZ,Auto:Low Noise+,-.-,-.-,-.-,FIXED,OFF,OFF,25KHZ,3KHZ,-.---,-.---,0,-,0,
1,  I   MV,41,23.07.2024,16:48:36.344,110.7000,0.0466,-.----,-.----,-81.12,19.96,19.29,90.00,150.02,6.5,39.25,-2.30,2.20,-.-,----,-.--,-.--,-.-,-.-,-.-,-.-,-.--,-.--,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,5.99,7.31,0.76,1.03,0.63,0.67,0.67,0.81,6.65,8.09,0.69,06 59.49368760' S,107 33.97098075' E,670.30,0.04,23.07.2024,09:49:22.985,7,OK,GPS,0.91,1.67,1.60,55,500,WIDE,LLZ,Auto:Low Noise+,-.-,-.-,-.-,FIXED,OFF,OFF,25KHZ,3KHZ,-.---,-.---,0,-,0,
1,  I    V,42,23.07.2024,16:48:36.844,110.7000,0.0487,-.----,-.----,-82.58,19.92,19.45,90.03,150.00,4.6,39.37,-2.43,3.00,-.-,----,-.--,-.--,-.-,-.-,-.-,-.-,-.--,-.--,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,10.99,12.19,0.99,2.12,1.01,1.07,0.96,1.26,9.71,14.58,1.19,06 59.49330740' S,107 33.97123776' E,670.55,1.11,23.07.2024,09:49:23.484,7,OK,GPS,0.91,1.67,1.60,55,500,WIDE,LLZ,Auto:Low Noise+,-.-,-.-,-.-,FIXED,OFF,OFF,25KHZ,3KHZ,-.---,-.---,0,-,0,
1,  I    V,43,23.07.2024,16:48:37.344,110.7000,0.0545,-.----,-.----,-84.04,19.65,19.71,90.01,150.00,-0.6,39.37,-1.75,3.33,-.-,----,-.--,-.--,-.-,-.-,-.-,-.-,-.--,-.--,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,25.00,28.35,1.11,1.04,0.80,1.07,0.82,1.96,9.03,13.08,1.14,06 59.49323240' S,107 33.97130776' E,670.70,1.40,23.07.2024,09:49:23.984,7,OK,GPS,0.91,1.67,1.60,55,500,WIDE,LLZ,Auto:Low Noise+,-.-,-.-,-.-,FIXED,OFF,OFF,25KHZ,3KHZ,-.---,-.---,0,-,0,
1,  I    V,44,23.07.2024,16:48:37.844,110.7000,0.0465,-.----,-.----,-82.81,20.14,20.41,89.99,150.00,-2.6,40.54,-2.71,2.88,-.-,----,-.--,-.--,-.-,-.-,-.-,-.-,-.--,-.--,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,7.09,11.72,1.02,1.18,1.04,0.72,0.94,1.50,9.69,10.89,0.82,06 59.49324644' S,107 33.97108096' E,671.14,1.04,23.07.2024,09:49:24.484,7,OK,GPS,0.91,1.67,1.60,55,500,WIDE,LLZ,Auto:Low Noise+,-.-,-.-,-.-,FIXED,OFF,OFF,25KHZ,3KHZ,-.---,-.---,0,-,0,
1,  I    V,45,23.07.2024,16:48:38.344,110.7000,0.0485,-.----,-.----,-83.18,19.74,20.59,90.02,149.99,-8.3,40.33,-0.03,2.71,-.-,----,-.--,-.--,-.-,-.-,-.-,-.-,-.--,-.--,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,13.04,15.26,0.99,1.67,0.92,0.78,0.78,1.71,8.84,12.78,1.03,06 59.49320144' S,107 33.97105096' E,671.39,1.11,23.07.2024,09:49:24.984,7,OK,GPS,0.91,1.67,1.60,55,500,WIDE,LLZ,Auto:Low Noise+,-.-,-.-,-.-,FIXED,OFF,OFF,25KHZ,3KHZ,-.---,-.---,0,-,0,
1,  I   MV,46,23.07.2024,16:48:38.844,110.7000,0.0487,-.----,-.----,-83.22,19.78,20.46,89.99,150.02,-6.5,40.25,1.66,3.26,-.-,----,-.--,-.--,-.-,-.-,-.-,-.-,-.--,-.--,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,10.74,15.45,1.03,1.17,0.90,1.01,0.88,1.65,9.86,11.53,1.45,06 59.49317128' S,107 33.97087256' E,671.20,0.89,23.07.2024,09:49:25.484,6,OK,GPS,1.16,2.08,1.60,55,500,WIDE,LLZ,Auto:Low Noise+,-.-,-.-,-.-,FIXED,OFF,OFF,25KHZ,3KHZ,-.---,-.---,0,-,0,
1,  I    V,47,23.07.2024,16:48:39.344,110.7000,0.0445,-.----,-.----,-83.41,20.07,20.47,90.01,150.00,-3.8,40.54,0.99,2.95,-.-,----,-.--,-.--,-.-,-.-,-.-,-.-,-.--,-.--,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,13.94,18.78,1.11,1.01,1.00,1.10,0.92,2.41,10.12,14.33,1.33,06 59.49313128' S,107 33.97079256' E,671.30,0.86,23.07.2024,09:49:25.984,6,OK,GPS,1.16,2.08,1.60,55,500,WIDE,LLZ,Auto:Low Noise+,-.-,-.-,-.-,FIXED,OFF,OFF,25KHZ,3KHZ,-.---,-.---,0,-,0,
1,  I    V,48,23.07.2024,16:48:39.844,110.7000,0.0496,-.----,-.----,-85.10,20.15,19.83,89.93,150.04,3.1,39.99,58.73,2.89,-.-,----,-.--,-.--,-.-,-.-,-.-,-.-,-.--,-.--,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,14.93,19.44,1.50,1.16,1.21,0.96,0.94,2.59,13.48,15.73,1.59,06 59.49355132' S,107 33.97078676' E,671.40,-0.12,23.07.2024,09:49:26.484,7,OK,GPS,0.91,1.67,1.60,55,500,WIDE,LLZ,Auto:Low Noise+,-.-,-.-,-.-,FIXED,OFF,OFF,25KHZ,3KHZ,-.---,-.---,0,-,0,
1,  I   MV,49,23.07.2024,16:48:40.344,110.7000,0.0362,-.----,-.----,-87.11,19.70,18.63,89.82,149.96,10.4,38.34,-58.70,3.72,-.-,----,-.--,-.--,-.-,-.-,-.-,-.-,-.--,-.--,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,43.14,57.68,1.27,3.32,1.48,2.04,1.42,3.63,15.73,29.76,1.53,06 59.49366632' S,107 33.97073176' E,671.50,-0.47,23.07.2024,09:49:26.984,7,OK,GPS,0.91,1.67,1.60,55,500,WIDE,LLZ,Auto:Low Noise+,-.-,-.-,-.-,FIXED,OFF,OFF,25KHZ,3KHZ,-.---,-.---,0,-,0,
1,  I    V,50,23.07.2024,16:48:40.844,110.7000,0.0642,-.----,-.----,-88.55,19.56,17.96,89.97,150.07,15.6,37.52,2.80,3.89,-.-,----,-.--,-.--,-.-,-.-,-.-,-.-,-.--,-.--,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,91.66,103.27,1.67,3.39,1.44,2.13,1.38,3.77,18.86,31.31,1.68,06 59.49376648' S,107 33.97100324' E,671.15,0.60,23.07.2024,09:49:27.484,7,OK,GPS,0.91,1.67,1.60,55,500,WIDE,LLZ,Auto:Low Noise+,-.-,-.-,-.-,FIXED,OFF,OFF,25KHZ,3KHZ,-.---,-.---,0,-,0,
1,  I    V,51,23.07.2024,16:48:41.344,110.7000,0.0467,-.----,-.----,-87.13,19.13,18.13,92.16,149.97,9.7,37.27,1.56,4.93,-.-,----,-.--,-.--,-.-,-.-,-.-,-.-,-.--,-.--,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,78.49,81.02,1.13,1.78,1.30,1.77,1.26,2.68,14.55,22.05,1.21,06 59.49387648' S,107 33.97105824' E,671.10,0.73,23.07.2024,09:49:27.984,7,OK,GPS,0.91,1.67,1.60,55,500,WIDE,LLZ,Auto:Low Noise+,-.-,-.-,-.-,FIXED,OFF,OFF,25KHZ,3KHZ,-.---,-.---,0,-,0,
1,  I   MV,52,23.07.2024,16:48:41.844,110.7000,0.0457,-.----,-.----,-85.20,18.82,19.28,89.97,149.97,-4.5,38.09,2.02,3.18,-.-,----,-.--,-.--,-.-,-.-,-.-,-.-,-.--,-.--,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,26.50,28.22,1.16,1.39,1.23,1.38,1.12,1.61,12.07,14.15,1.31,06 59.49268056' S,107 33.97089064' E,671.65,1.66,23.07.2024,09:49:28.484,7,OK,GPS,0.91,1.67,1.60,55,500,WIDE,LLZ,Auto:Low Noise+,-.-,-.-,-.-,FIXED,OFF,OFF,25KHZ,3KHZ,-.---,-.---,0,-,0,
1,  I   MV,53,23.07.2024,16:48:42.344,110.7000,0.0576,-.----,-.----,-82.13,20.10,19.62,90.06,150.00,4.7,39.72,1.72,3.04,-.-,----,-.--,-.--,-.-,-.-,-.-,-.-,-.--,-.--,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,31.38,38.04,0.69,1.81,0.83,0.82,0.87,1.12,8.10,12.24,0.82,06 59.49235056' S,107 33.97087064' E,671.80,2.06,23.07.2024,09:49:28.984,7,OK,GPS,0.91,1.67,1.60,55,500,WIDE,LLZ,Auto:Low Noise+,-.-,-.-,-.-,FIXED,OFF,OFF,25KHZ,3KHZ,-.---,-.---,0,-,0,
1,  I    V,54,23.07.2024,16:48:42.844,110.7000,0.0466,-.----,-.----,-78.51,19.87,19.95,90.02,150.00,-0.8,39.83,0.17,1.63,-.-,----,-.--,-.--,-.-,-.-,-.-,-.-,-.--,-.--,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,8.53,9.20,0.49,0.90,0.49,0.46,0.49,0.84,4.56,6.93,0.46,06 59.49274772' S,107 33.97098420' E,672.09,1.12,23.07.2024,09:49:29.484,6,OK,GPS,1.16,2.08,1.60,55,500,WIDE,LLZ,Auto:Low Noise+,-.-,-.-,-.-,FIXED,OFF,OFF,25KHZ,3KHZ,-.---,-.---,0,-,0,
1,  I   MV,55,23.07.2024,16:48:43.344,110.7000,0.0465,-.----,-.----,-79.83,19.67,19.86,89.99,150.01,-1.9,39.54,0.56,1.78,-.-,----,-.--,-.--,-.-,-.-,-.-,-.-,-.--,-.--,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,12.32,11.68,0.68,1.03,0.59,0.71,0.59,0.98,6.17,8.43,0.70,06 59.49266272' S,107 33.97100920' E,672.29,1.07,23.07.2024,09:49:29.984,6,OK,GPS,1.16,2.08,1.60,55,500,WIDE,LLZ,Auto:Low Noise+,-.-,-.-,-.-,FIXED,OFF,OFF,25KHZ,3KHZ,-.---,-.---,0,-,0,
1,  I    V,56,23.07.2024,16:48:43.844,110.7000,0.0486,-.----,-.----,-79.63,20.04,19.80,90.04,149.99,2.3,39.83,1.58,1.77,-.-,----,-.--,-.--,-.-,-.-,-.-,-.-,-.--,-.--,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,12.40,11.44,0.70,1.13,0.48,0.62,0.47,0.74,5.36,8.05,0.55,06 59.49334940' S,107 33.97116776' E,672.64,-0.03,23.07.2024,09:49:30.484,6,OK,GPS,1.16,2.08,1.60,55,500,WIDE,LLZ,Auto:Low Noise+,-.-,-.-,-.-,FIXED,OFF,OFF,25KHZ,3KHZ,-.---,-.---,0,-,0,
1,  I    V,57,23.07.2024,16:48:44.344,110.7000,0.0467,-.----,-.----,-79.92,20.12,19.62,90.01,150.00,4.8,39.73,1.12,1.74,-.-,----,-.--,-.--,-.-,-.-,-.-,-.-,-.--,-.--,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,8.30,11.03,0.85,1.29,0.78,0.50,0.58,0.64,7.30,8.03,0.78,06 59.49352440' S,107 33.97123776' E,672.89,-0.43,23.07.2024,09:49:30.984,6,OK,GPS,1.16,2.08,1.60,55,500,WIDE,LLZ,Auto:Low Noise+,-.-,-.-,-.-,FIXED,OFF,OFF,25KHZ,3KHZ,-.---,-.---,0,-,0,
1,  I    V,58,23.07.2024,16:48:44.844,110.7000,0.0464,-.----,-.----,-81.56,19.91,19.51,90.00,149.99,3.9,39.42,0.89,2.17,-.-,----,-.--,-.--,-.-,-.-,-.-,-.-,-.--,-.--,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,12.87,13.54,0.76,1.13,0.92,0.79,0.87,0.87,8.27,8.93,0.95,06 59.49349164' S,107 33.97130776' E,672.99,1.01,23.07.2024,09:49:31.484,6,OK,GPS,1.16,2.08,1.60,55,500,WIDE,LLZ,Auto:Low Noise+,-.-,-.-,-.-,FIXED,OFF,OFF,25KHZ,3KHZ,-.---,-.---,0,-,0,
1,  I    V,59,23.07.2024,16:48:45.343,110.7000,0.0466,-.----,-.----,-81.62,19.83,19.58,90.00,150.01,2.5,39.41,0.13,2.14,-.-,----,-.--,-.--,-.-,-.-,-.-,-.-,-.--,-.--,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,15.48,14.00,0.74,1.25,0.74,1.24,0.95,0.85,7.95,10.46,0.77,06 59.49359643' S,107 33.97137762' E,673.19,1.23,23.07.2024,09:49:31.983,6,OK,GPS,1.16,2.08,1.60,55,500,WIDE,LLZ,Auto:Low Noise+,-.-,-.-,-.-,FIXED,OFF,OFF,25KHZ,3KHZ,-.---,-.---,0,-,0,
1,  I   MV,60,23.07.2024,16:48:45.843,110.7000,0.0466,-.----,-.----,-81.44,19.94,19.59,90.02,150.00,3.4,39.53,-0.29,2.18,-.-,----,-.--,-.--,-.-,-.-,-.-,-.-,-.--,-.--,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,14.70,13.62,0.72,1.25,0.71,0.80,0.82,0.76,7.32,8.95,0.70,06 59.49282646' S,107 33.97103238' E,672.95,-0.03,23.07.2024,09:49:32.483,6,OK,GPS,0.98,1.75,1.60,55,500,WIDE,LLZ,Auto:Low Noise+,-.-,-.-,-.-,FIXED,OFF,OFF,25KHZ,3KHZ,-.---,-.---,0,-,0,
1,  I    V,61,23.07.2024,16:48:46.343,110.7000,0.0465,-.----,-.----,-81.18,19.97,19.66,89.95,149.98,3.0,39.63,-0.05,2.29,-.-,----,-.--,-.--,-.-,-.-,-.-,-.-,-.--,-.--,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,13.84,12.88,0.59,1.23,0.67,0.76,0.77,0.92,6.52,9.15,0.74,06 59.49263646' S,107 33.97096238' E,673.00,-0.30,23.07.2024,09:49:32.983,6,OK,GPS,0.98,1.75,1.60,55,500,WIDE,LLZ,Auto:Low Noise+,-.-,-.-,-.-,FIXED,OFF,OFF,25KHZ,3KHZ,-.---,-.---,0,-,0,
1,  I    V,62,23.07.2024,16:48:46.843,110.7000,0.0465,-.----,-.----,-80.98,19.64,19.34,89.96,150.01,2.9,38.98,-1.44,1.93,-.-,----,-.--,-.--,-.-,-.-,-.-,-.-,-.--,-.--,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,12.76,11.53,0.78,1.88,0.60,0.69,0.66,0.83,6.59,11.50,0.69,06 59.49306932' S,107 33.97148558' E,672.60,1.23,23.07.2024,09:49:33.483,6,OK,GPS,0.98,1.75,1.60,55,500,WIDE,LLZ,Auto:Low Noise+,-.-,-.-,-.-,FIXED,OFF,OFF,25KHZ,3KHZ,-.---,-.---,0,-,0,
1,  I    V,63,23.07.2024,16:48:47.343,110.7000,0.0466,-.----,-.----,-80.82,20.01,19.72,90.01,150.00,2.8,39.73,0.29,2.08,-.-,----,-.--,-.--,-.-,-.-,-.-,-.-,-.--,-.--,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,11.73,10.52,0.86,1.80,0.82,0.79,0.79,0.71,7.67,11.09,0.66,06 59.49308932' S,107 33.97161558' E,672.50,1.56,23.07.2024,09:49:33.983,6,OK,GPS,0.98,1.75,1.60,55,500,WIDE,LLZ,Auto:Low Noise+,-.-,-.-,-.-,FIXED,OFF,OFF,25KHZ,3KHZ,-.---,-.---,0,-,0,
1,  I    V,64,23.07.2024,16:48:47.843,110.7000,0.0466,-.----,-.----,-81.35,19.88,19.65,90.01,150.00,2.1,39.53,-1.17,1.83,-.-,----,-.--,-.--,-.-,-.-,-.-,-.-,-.--,-.--,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,12.75,12.23,0.78,1.08,0.75,0.66,0.81,0.84,7.41,8.10,0.69,06 59.49297585' S,107 33.97144898' E,672.70,0.77,23.07.2024,09:49:34.483,7,OK,GPS,0.91,1.67,1.60,55,500,WIDE,LLZ,Auto:Low Noise+,-.-,-.-,-.-,FIXED,OFF,OFF,25KHZ,3KHZ,-.---,-.---,0,-,0,
1,  I    V,65,23.07.2024,16:48:48.343,110.7000,0.0466,-.----,-.----,-81.11,19.80,19.85,89.97,150.00,-0.5,39.65,-1.06,1.87,-.-,----,-.--,-.--,-.-,-.-,-.-,-.-,-.--,-.--,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,12.70,11.88,0.61,1.00,0.68,0.67,0.77,0.85,6.61,7.99,0.81,06 59.49295085' S,107 33.97147898' E,672.70,0.72,23.07.2024,09:49:34.983,7,OK,GPS,0.91,1.67,1.60,55,500,WIDE,LLZ,Auto:Low Noise+,-.-,-.-,-.-,FIXED,OFF,OFF,25KHZ,3KHZ,-.---,-.---,0,-,0,
1,  I    V,66,23.07.2024,16:48:48.843,110.7000,0.0466,-.----,-.----,-80.83,19.66,19.44,89.98,150.00,2.1,39.10,-0.81,1.73,-.-,----,-.--,-.--,-.-,-.-,-.-,-.-,-.--,-.--,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,12.74,11.79,0.75,1.25,0.62,0.75,0.76,1.03,6.93,9.77,0.55,06 59.49328177' S,107 33.97149415' E,672.40,1.14,23.07.2024,09:49:35.483,6,OK,GPS,0.98,1.75,1.60,55,500,WIDE,LLZ,Auto:Low Noise+,-.-,-.-,-.-,FIXED,OFF,OFF,25KHZ,3KHZ,-.---,-.---,0,-,0,
1,  I    V,67,23.07.2024,16:48:49.343,110.7000,0.0465,-.----,-.----,-81.74,19.65,19.61,90.00,149.98,0.4,39.26,1.22,2.09,-.-,----,-.--,-.--,-.-,-.-,-.-,-.-,-.--,-.--,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,13.66,12.90,0.63,1.66,0.79,0.78,0.79,1.15,7.10,11.67,0.60,06 59.49337677' S,107 33.97151915' E,672.30,1.25,23.07.2024,09:49:35.983,6,OK,GPS,0.98,1.75,1.60,55,500,WIDE,LLZ,Auto:Low Noise+,-.-,-.-,-.-,FIXED,OFF,OFF,25KHZ,3KHZ,-.---,-.---,0,-,0,
1,  I   MV,68,23.07.2024,16:48:49.843,110.7000,0.0465,-.----,-.----,-83.30,19.23,20.01,90.00,150.03,-7.5,39.24,-0.17,2.56,-.-,----,-.--,-.--,-.-,-.-,-.-,-.-,-.--,-.--,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,14.30,13.66,1.03,1.75,0.83,0.82,0.93,1.25,9.28,11.94,0.80,06 59.49366456' S,107 33.97187041' E,672.80,2.52,23.07.2024,09:49:36.483,6,OK,GPS,0.98,1.75,1.60,55,500,WIDE,LLZ,Auto:Low Noise+,-.-,-.-,-.-,FIXED,OFF,OFF,25KHZ,3KHZ,-.---,-.---,0,-,0,
1,  I    V,69,23.07.2024,16:48:50.343,110.7000,0.0445,-.----,-.----,-84.60,19.31,20.15,89.99,149.99,-8.1,39.46,2.64,2.59,-.-,----,-.--,-.--,-.-,-.-,-.-,-.-,-.--,-.--,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,16.66,15.53,0.93,2.70,1.14,0.88,1.01,1.85,10.10,17.36,0.85,06 59.49382456' S,107 33.97200541' E,672.90,3.02,23.07.2024,09:49:36.983,6,OK,GPS,0.98,1.75,1.60,55,500,WIDE,LLZ,Auto:Low Noise+,-.-,-.-,-.-,FIXED,OFF,OFF,25KHZ,3KHZ,-.---,-.---,0,-,0,
